"Species Name 
 Wilson & Reeder 2005"	Diet
Crocidura_wuchihensis	?
Crocidura_xantippe	?
Crocidura_yankariensis	?
Crocidura_zaphiri	?
Crocidura_zarudnyi	?
Crocidura_zimmeri	?
Crocidura_zimmermanni	?
Crocuta_crocuta	Carnivore
Crossarchus_alexandri	?
Crossarchus_ansorgei	Carnivore
Crossarchus_obscurus	Omnivore
Crossarchus_platycephalus	?
Crossomys_moncktoni	?
Crunomys_celebensis	?
Crunomys_fallax	?
Crunomys_melanius	?
Cryptomys_amatus	?
Cryptomys_bocagei	?
Cryptomys_damarensis	Herbivore
Cryptomys_darlingi	?
Cryptomys_foxi	?
Cryptomys_hottentotus	Herbivore
Cryptomys_mechowi	Omnivore
Cryptomys_ochraceocinereus	?
Cryptomys_zechi	Omnivore
Cryptoprocta_ferox	Carnivore
Cryptotis_alticola	?
Cryptotis_endersi	?
Cryptotis_equatoris	?
Cryptotis_goldmani	?
Cryptotis_goodwini	?
Cryptotis_gracilis	?
Cryptotis_griseoventris	?
Cryptotis_hondurensis	?
Cryptotis_magna	?
Cryptotis_mayensis	?
Cryptotis_medellinia	?
Cryptotis_mera	?
Cryptotis_meridensis	Carnivore
Cryptotis_merriami	?
Cryptotis_mexicana	?
Cryptotis_montivaga	?
Cryptotis_nelsoni	?
Cryptotis_nigrescens	?
Cryptotis_obscura	?
Cryptotis_orophila	?
Cryptotis_parva	?
Cryptotis_peregrina	?
Cryptotis_phillipsii	?
Cryptotis_squamipes	?
Cryptotis_thomasi	?
Cryptotis_tropicalis	?
Ctenodactylus_gundi	?
Ctenodactylus_vali	Herbivore
Ctenomys_argentinus	?
Ctenomys_australis	?
Ctenomys_azarae	?
Ctenomys_bergi	?
Ctenomys_boliviensis	?
Ctenomys_bonettoi	?
Ctenomys_brasiliensis	?
Ctenomys_budini	?
Ctenomys_colburni	?
Ctenomys_coludo	?
Ctenomys_conoveri	?
Ctenomys_dorsalis	?
Ctenomys_emilianus	?
Ctenomys_famosus	?
Ctenomys_fochi	?
Ctenomys_fodax	?
Ctenomys_frater	?
Ctenomys_fulvus	?
Ctenomys_goodfellowi	?
Ctenomys_haigi	?
Ctenomys_johannis	?
Ctenomys_juris	?
Ctenomys_knighti	?
Ctenomys_latro	?
Ctenomys_leucodon	?
Ctenomys_lewisi	?
Ctenomys_magellanicus	?
Ctenomys_maulinus	?
Ctenomys_mendocinus	Herbivore
Ctenomys_minutus	?
Ctenomys_occultus	?
Ctenomys_opimus	?
Ctenomys_pearsoni	?
Ctenomys_perrensi	?
Ctenomys_peruanus	?
Ctenomys_pontifex	?
Ctenomys_porteousi	?
Ctenomys_pundti	?
Ctenomys_rionegrensis	?
Ctenomys_saltarius	?
Ctenomys_sericeus	?
Ctenomys_sociabilis	?
Ctenomys_steinbachi	?
Ctenomys_sylvanus	?
Ctenomys_talarum	Herbivore
Ctenomys_torquatus	Herbivore
Ctenomys_tuconax	?
Ctenomys_tucumanus	?
Ctenomys_tulduco	?
Ctenomys_validus	?
Ctenomys_viperinus	?
Cuniculus_paca	Herbivore
Cuniculus_taczanowskii	?
Cuon_alpinus	Carnivore
Cyclopes_didactylus	Carnivore
Cynictis_penicillata	Carnivore
Cynocephalus_volans	?
Cynogale_bennettii	?
Cynomops_abrasus	Carnivore
Cynomops_greenhalli	?
Cynomops_mexicanus	?
Cynomops_paranus	?
Cynomops_planirostris	Carnivore
Cynomys_gunnisoni	Omnivore
Cynomys_leucurus	Herbivore
Cynomys_ludovicianus	Herbivore
Cynomys_mexicanus	?
Cynomys_parvidens	Herbivore
Cynopterus_brachyotis	?
Cynopterus_horsfieldii	?
Cynopterus_luzoniensis	?
Cynopterus_minutus	?
Cynopterus_nusatenggara	?
Cynopterus_sphinx	Herbivore
Cynopterus_titthaecheilus	?
Cystophora_cristata	Carnivore
Cyttarops_alecto	?
Dacnomys_millardi	?
Dactylomys_boliviensis	Herbivore
Dactylomys_dactylinus	Herbivore
Dactylomys_peruanus	?
Dactylopsila_megalura	?
Dactylopsila_palpator	?
Dactylopsila_tatei	?
Dactylopsila_trivirgata	Omnivore
Dama_dama	Herbivore
Damaliscus_korrigum	?
Damaliscus_lunatus	Herbivore
Damaliscus_pygargus	Herbivore
Dasycercus_cristicauda	Carnivore
Dasykaluta_rosamondae	Carnivore
Dasymys_alleni	?
Dasymys_foxi	?
Dasymys_incomtus	?
Dasymys_montanus	?
Dasymys_nudipes	?
Dasymys_rufulus	?
Dasyprocta_azarae	?
Dasyprocta_coibae	?
Dasyprocta_cristata	?
Dasyprocta_fuliginosa	Herbivore
Dasyprocta_guamara	?
Dasyprocta_kalinowskii	?
Dasyprocta_leporina	Herbivore
Dasyprocta_mexicana	?
Dasyprocta_prymnolopha	?
Dasyprocta_punctata	Herbivore
Dasyprocta_ruatanica	?
Dasypus_hybridus	?
Dasypus_kappleri	Carnivore
Dasypus_novemcinctus	Omnivore
Dasypus_pilosus	?
Dasypus_sabanicola	Carnivore
Dasypus_septemcinctus	?
Dasyuroides_byrnei	Carnivore
Dasyurus_albopunctatus	?
Dasyurus_geoffroii	Carnivore
Dasyurus_hallucatus	Carnivore
Dasyurus_maculatus	Carnivore
Dasyurus_spartacus	?
Dasyurus_viverrinus	Carnivore
Daubentonia_madagascariensis	Omnivore
Delanymys_brooksi	Herbivore
Delomys_collinus	?
Delomys_dorsalis	Omnivore
Delomys_sublineatus	?
Delphinapterus_leucas	Carnivore
Delphinus_capensis	?
Delphinus_delphis	Carnivore
Deltamys_kempi	Carnivore
Dendrogale_melanura	Carnivore
Dendrogale_murina	?
Dendrohyrax_arboreus	?
Dendrohyrax_dorsalis	Herbivore
Dendrolagus_bennettianus	Herbivore
Dendrolagus_dorianus	?
Dendrolagus_goodfellowi	?
Dendrolagus_inustus	?
Dendrolagus_lumholtzi	Herbivore
Dendrolagus_matschiei	?
Dendrolagus_pulcherrimus	?
Dendrolagus_scottae	?
Dendrolagus_spadix	?
Dendrolagus_stellarum	?
Dendrolagus_ursinus	?
Dendromus_insignis	?
Dendromus_kahuziensis	?
Dendromus_leucostomus	?
Dendromus_lovati	?
Dendromus_melanotis	?
Dendromus_mesomelas	Herbivore
Dendromus_messorius	?
Dendromus_mystacalis	Omnivore
Dendromus_nyasae	?
Dendromus_nyikae	?
Dendromus_oreas	?
Dendromus_vernayi	?
Dendroprionomys_rousseloti	?
Deomys_ferrugineus	Omnivore
Dephomys_defua	?
Dephomys_eburneae	?
Desmana_moschata	?
Desmodilliscus_braueri	?
Desmodillus_auricularis	Herbivore
Desmodus_rotundus	Carnivore
Desmomys_harringtoni	Herbivore
Diaemus_youngi	Carnivore
Dicerorhinus_sumatrensis	Herbivore
Diceros_bicornis	Herbivore
Diclidurus_albus	Carnivore
Diclidurus_ingens	?
Diclidurus_isabellus	?
Diclidurus_scutatus	?
Dicrostonyx_groenlandicus	?
Dicrostonyx_hudsonius	?
Dicrostonyx_nelsoni	?
Dicrostonyx_nunatakensis	?
Dicrostonyx_richardsoni	?
Dicrostonyx_torquatus	Herbivore
Dicrostonyx_unalascensis	?
Dicrostonyx_vinogradovi	?
Didelphis_albiventris	Omnivore
Didelphis_aurita	Omnivore
Didelphis_imperfecta	?
Didelphis_marsupialis	Omnivore
Didelphis_pernigra	?
Didelphis_virginiana	Omnivore
Dinaromys_bogdanovi	Herbivore
Dinomys_branickii	Herbivore
Diomys_crumpi	?
Diphylla_ecaudata	Carnivore
Diplogale_hosei	?
Diplomesodon_pulchellum	Carnivore
Diplomys_caniceps	?
Diplomys_labilis	?
Diplomys_rufodorsalis	?
Diplothrix_legata	?
Dipodillus_bottai	?
Dipodillus_campestris	?
Dipodillus_dasyurus	Omnivore
Dipodillus_harwoodi	?
Dipodillus_jamesi	?
Dipodillus_lowei	?
Dipodillus_mackilligini	?
Dipodillus_maghrebi	?
Dipodillus_simoni	Herbivore
Dipodillus_somalicus	?
Dipodillus_stigmonyx	?
Dipodillus_zakariai	?
Dipodomys_agilis	?
Dipodomys_californicus	Herbivore
Dipodomys_compactus	?
Dipodomys_deserti	Herbivore
Dipodomys_elator	Herbivore
Dipodomys_gravipes	?
Dipodomys_heermanni	Herbivore
Dipodomys_ingens	Omnivore
Dipodomys_merriami	?
Dipodomys_microps	Herbivore
Dipodomys_nelsoni	Herbivore
Dipodomys_nitratoides	Herbivore
Dipodomys_ordii	Herbivore
Dipodomys_panamintinus	Herbivore
Dipodomys_phillipsii	Herbivore
Dipodomys_simulans	?
Dipodomys_spectabilis	Omnivore
Dipodomys_stephensi	?
Dipodomys_venustus	Herbivore
Dipus_sagitta	Herbivore
Distoechurus_pennatus	?
Dobsonia_anderseni	?
Dobsonia_beauforti	?
Dobsonia_crenulata	?
Dobsonia_emersa	?
Dobsonia_exoleta	?
Dobsonia_inermis	Herbivore
Dobsonia_magna	?
Dobsonia_minor	Herbivore
Dobsonia_moluccensis	Herbivore
Dobsonia_pannietensis	?
Dobsonia_peronii	?
Dobsonia_praedatrix	Herbivore
Dobsonia_viridis	?
Dolichotis_patagonum	Herbivore
Dolichotis_salinicola	?
Dologale_dybowskii	?
Dorcatragus_megalotis	Herbivore
Dorcopsis_atrata	?
Dorcopsis_hageni	?
Dorcopsis_luctuosa	?
Dorcopsis_muelleri	?
Dorcopsulus_macleayi	?
Dorcopsulus_vanheurni	?
Dremomys_everetti	Omnivore
Dremomys_gularis	?
Dremomys_lokriah	?
Dremomys_pernyi	?
Dremomys_pyrrhomerus	?
Dremomys_rufigenis	?
Dromiciops_gliroides	?
Dryomys_laniger	?
Dryomys_nitedula	?
Dugong_dugon	Herbivore
Dyacopterus_brooksi	?
Dyacopterus_spadiceus	?
Dymecodon_pilirostris	?
Echimys_chrysurus	Herbivore
Echimys_saturnus	?
Echimys_semivillosus	?
Echinoprocta_rufescens	?
Echinops_telfairi	Carnivore
Echinosorex_gymnura	Carnivore
Echiothrix_centrosa	?
Echiothrix_leucura	?
Echymipera_clara	?
Echymipera_davidi	?
Echymipera_echinista	?
Echymipera_kalubu	?
Echymipera_rufescens	?
Ectophylla_alba	Herbivore
Eidolon_dupreanum	Herbivore
Eidolon_helvum	Herbivore
Eira_barbara	Omnivore
Elaphodus_cephalophus	Herbivore
Elaphurus_davidianus	Herbivore
Elephantulus_brachyrhynchus	Omnivore
Elephantulus_edwardii	?
Elephantulus_fuscipes	?
Elephantulus_fuscus	?
Elephantulus_intufi	?
Elephantulus_myurus	Omnivore
Elephantulus_revoili	?
Elephantulus_rozeti	?
Elephantulus_rufescens	Carnivore
Elephantulus_rupestris	?
Elephas_maximus	Herbivore
Eligmodontia_moreni	?
Eligmodontia_morgani	?
Eligmodontia_puerulus	?
Eligmodontia_typus	?
Eliomys_melanurus	Omnivore
Eliomys_munbyanus	?
Eliomys_quercinus	Omnivore
Eliurus_majori	?
Eliurus_minor	?
Eliurus_myoxinus	?
Eliurus_penicillatus	?
Eliurus_tanala	?
Eliurus_webbi	Herbivore
Ellobius_alaicus	?
Ellobius_fuscocapillus	?
Ellobius_lutescens	?
Ellobius_talpinus	Herbivore
Ellobius_tancrei	?
Emballonura_alecto	?
Emballonura_atrata	?
Emballonura_beccarii	Carnivore
Emballonura_dianae	?
Emballonura_furax	?
Emballonura_monticola	?
Emballonura_raffrayana	Carnivore
Emballonura_semicaudata	?
Enchisthenes_hartii	Herbivore
Enhydra_lutris	Carnivore
Eoglaucomys_fimbriatus	?
Eolagurus_luteus	?
Eolagurus_przewalskii	?
Eonycteris_major	?
Eonycteris_robusta	?
Eonycteris_spelaea	?
Eospalax_fontanierii	?
Eospalax_rothschildi	?
Eospalax_smithii	?
Eothenomys_cachinus	?
Eothenomys_chinensis	?
Eothenomys_custos	?
Eothenomys_melanogaster	?
Eothenomys_miletus	?
Eothenomys_olitor	?
Eothenomys_proditor	?
Eothenomys_wardi	?
Eozapus_setchuanus	?
Episoriculus_caudatus	?
Episoriculus_fumidus	?
Episoriculus_leucops	?
Episoriculus_macrurus	?
Epixerus_ebii	Herbivore
Epomophorus_angolensis	?
Epomophorus_crypturus	?
Epomophorus_gambianus	Herbivore
Epomophorus_grandis	?
Epomophorus_labiatus	?
Epomophorus_minimus	?
Epomophorus_minor	?
Epomophorus_wahlbergi	Omnivore
Epomops_buettikoferi	?
Epomops_dobsonii	?
Epomops_franqueti	?
Eptesicus_andinus	?
Eptesicus_bobrinskoi	?
Eptesicus_bottae	?
Eptesicus_brasiliensis	Carnivore
Eptesicus_chiriquinus	?
Eptesicus_diminutus	Carnivore
Eptesicus_dimissus	?
Eptesicus_floweri	?
Eptesicus_furinalis	Carnivore
Eptesicus_fuscus	Carnivore
Eptesicus_gobiensis	?
Eptesicus_guadeloupensis	?
Eptesicus_hottentotus	?
Eptesicus_innoxius	?
Eptesicus_japonensis	?
Eptesicus_kobayashii	?
Eptesicus_matroka	?
Eptesicus_nasutus	?
Eptesicus_nilssonii	Carnivore
Eptesicus_pachyotis	?
Eptesicus_platyops	?
Eptesicus_serotinus	Carnivore
Eptesicus_tatei	?
Equus_asinus	?
Equus_burchellii	Herbivore
Equus_caballus	?
Equus_grevyi	Herbivore
Equus_hemionus	?
Equus_kiang	?
Equus_zebra	?
Eremodipus_lichtensteini	?
Erethizon_dorsatum	Herbivore
Erignathus_barbatus	Carnivore
Erinaceus_amurensis	?
Erinaceus_concolor	Carnivore
Erinaceus_europaeus	Omnivore
Erinaceus_roumanicus	?
Eropeplus_canus	?
Erophylla_bombifrons	?
Erophylla_sezekorni	Omnivore
Erythrocebus_patas	Omnivore
Eschrichtius_robustus	Carnivore
Eubalaena_australis	Carnivore
Eubalaena_glacialis	Carnivore
Eubalaena_japonica	?
Euchoreutes_naso	?
Euderma_maculatum	Carnivore
Eudiscopus_denticulus	?
Eudorcas_rufifrons	Herbivore
Eudorcas_thomsonii	Herbivore
Eulemur_albifrons	?
Eulemur_albocollaris	?
Eulemur_cinereiceps	?
Eulemur_collaris	?
Eulemur_coronatus	Herbivore
Eulemur_fulvus	Herbivore
Eulemur_macaco	Herbivore
Eulemur_mongoz	Herbivore
Eulemur_rubriventer	Herbivore
Eulemur_rufus	?
Eulemur_sanfordi	?
Eumetopias_jubatus	Carnivore
Eumops_auripendulus	Carnivore
Eumops_bonariensis	Carnivore
Eumops_dabbenei	Carnivore
Eumops_glaucinus	Carnivore
Eumops_hansae	Carnivore
Eumops_maurus	?
Eumops_patagonicus	?
Eumops_perotis	Carnivore
Eumops_trumbulli	?
Eumops_underwoodi	Carnivore
Euneomys_chinchilloides	?
Euneomys_fossor	?
Euneomys_mordax	?
Euneomys_petersoni	?
Euoticus_elegantulus	Omnivore
Euoticus_pallidus	?
Eupetaurus_cinereus	Herbivore
Euphractus_sexcinctus	Omnivore
Eupleres_goudotii	?
Euroscaptor_grandis	?
Euroscaptor_klossi	?
Euroscaptor_longirostris	?
Euroscaptor_micrura	?
Euroscaptor_mizura	?
Euroscaptor_parvidens	?
Euryzygomatomys_spinosus	?
Exilisciurus_concinnus	?
Exilisciurus_exilis	?
Exilisciurus_whiteheadi	Herbivore
Falsistrellus_affinis	?
Falsistrellus_mackenziei	?
Falsistrellus_mordax	?
Falsistrellus_petersi	?
Falsistrellus_tasmaniensis	?
Felis_bieti	?
Felis_catus	?
Felis_chaus	Carnivore
Felis_manul	?
Felis_margarita	?
Felis_nigripes	?
Felis_silvestris	Omnivore
Felovia_vae	Herbivore
Feresa_attenuata	Carnivore
Feroculus_feroculus	?
Fossa_fossana	?
Funambulus_layardi	?
Funambulus_palmarum	?
Funambulus_pennantii	?
Funambulus_sublineatus	?
Funambulus_tristriatus	?
Funisciurus_anerythrus	Omnivore
Funisciurus_bayonii	?
Funisciurus_carruthersi	Herbivore
Funisciurus_congicus	Omnivore
Funisciurus_isabella	Omnivore
Funisciurus_lemniscatus	Omnivore
Funisciurus_leucogenys	?
Funisciurus_pyrropus	Omnivore
Funisciurus_substriatus	?
Furipterus_horrens	?
Galago_alleni	Omnivore
Galago_cameronensis	?
Galago_demidoff	Omnivore
Galago_gabonensis	?
Galago_gallarum	?
Galago_granti	?
Galago_matschiei	?
Galago_moholi	Omnivore
Galago_nyasae	?
Galago_orinus	?
Galago_senegalensis	Omnivore
Galago_thomasi	?
Galago_zanzibaricus	Omnivore
Galea_flavidens	?
Galea_musteloides	?
Galea_spixii	?
Galemys_pyrenaicus	Carnivore
Galenomys_garleppi	?
Galeopterus_variegates	?
Galerella_flavescens	?
Galerella_ochracea	?
Galerella_pulverulenta	?
Galerella_sanguinea	Carnivore
Galictis_cuja	Carnivore
Galictis_vittata	?
Galidia_elegans	?
Galidictis_fasciata	?
Galidictis_grandidieri	?
Gazella_bennettii	?
Gazella_cuvieri	Herbivore
Gazella_dorcas	Herbivore
Gazella_erlangeri	?
Gazella_gazella	Herbivore
Gazella_leptoceros	Herbivore
Gazella_saudiya	?
Gazella_spekei	Herbivore
Gazella_subgutturosa	?
Genetta_abyssinica	?
Genetta_angolensis	?
Genetta_cristata	?
Genetta_genetta	Omnivore
Genetta_johnstoni	?
Genetta_maculata	Omnivore
Genetta_pardina	?
Genetta_piscivora	?
Genetta_poensis	?
Genetta_servalina	Carnivore
Genetta_thierryi	?
Genetta_tigrina	Omnivore
Genetta_victoriae	?
Geocapromys_brownii	Herbivore
Geocapromys_ingrahami	?
Geogale_aurita	?
Geomys_arenarius	?
Geomys_attwateri	?
Geomys_breviceps	?
Geomys_bursarius	Herbivore
Geomys_knoxjonesi	?
Geomys_personatus	Herbivore
Geomys_pinetis	?
Geomys_texensis	?
Geomys_tropicalis	?
Georychus_capensis	Herbivore
Geoxus_valdivianus	?
Gerbilliscus_afra	?
Gerbilliscus_boehmi	?
Gerbilliscus_brantsii	?
Gerbilliscus_guineae	?
Gerbilliscus_inclusus	?
Gerbilliscus_kempi	?
Gerbilliscus_leucogaster	Omnivore
Gerbilliscus_nigricaudus	?
Gerbilliscus_phillipsi	?
Gerbilliscus_robustus	?
Gerbilliscus_validus	Omnivore
Gerbillurus_paeba	Omnivore
Gerbillurus_setzeri	Omnivore
Gerbillurus_tytonis	Omnivore
Gerbillurus_vallinus	Omnivore
Gerbillus_acticola	?
Gerbillus_agag	?
Gerbillus_amoenus	?
Gerbillus_andersoni	Herbivore
Gerbillus_aquilus	?
Gerbillus_brockmani	?
Gerbillus_burtoni	?
Gerbillus_cheesmani	Herbivore
Gerbillus_dongolanus	?
Gerbillus_dunni	?
Gerbillus_famulus	?
Gerbillus_floweri	?
Gerbillus_garamantis	?
Gerbillus_gerbillus	?
Gerbillus_gleadowi	?
Gerbillus_grobbeni	?
Gerbillus_henleyi	Herbivore
Gerbillus_hesperinus	?
Gerbillus_hoogstraali	?
Gerbillus_latastei	?
Gerbillus_mauritaniae	?
Gerbillus_mesopotamiae	?
Gerbillus_muriculus	?
Gerbillus_nancillus	?
Gerbillus_nanus	?
Gerbillus_nigeriae	?
Gerbillus_occiduus	?
Gerbillus_perpallidus	?
Gerbillus_poecilops	?
Gerbillus_principulus	?
Gerbillus_pulvinatus	?
Gerbillus_pusillus	?
Gerbillus_pyramidum	Herbivore
Gerbillus_rosalinda	?
Gerbillus_syrticus	?
Gerbillus_tarabuli	?
Gerbillus_vivax	?
Gerbillus_watersi	?
Giraffa_camelopardalis	Herbivore
Glaucomys_sabrinus	Omnivore
Glaucomys_volans	Omnivore
Glauconycteris_alboguttata	?
Glauconycteris_argentata	?
Glauconycteris_beatrix	?
Glauconycteris_egeria	?
Glauconycteris_gleni	?
Glauconycteris_humeralis	?
Glauconycteris_kenyacola	?
Glauconycteris_machadoi	?
Glauconycteris_poensis	?
Glauconycteris_superba	?
Glauconycteris_variegata	?
Glironia_venusta	?
Glirulus_japonicus	?
Glis_glis	Herbivore
Glischropus_javanus	?
Glischropus_tylopus	?
Globicephala_macrorhynchus	Carnivore
Globicephala_melas	Carnivore
Glossophaga_commissarisi	Omnivore
Glossophaga_leachii	?
Glossophaga_longirostris	?
Glossophaga_morenoi	?
Glossophaga_soricina	Omnivore
Glyphonycteris_behnii	?
Glyphonycteris_daviesi	?
Glyphonycteris_sylvestris	?
Glyphotes_simus	?
Golunda_ellioti	?
Gorilla_beringei	?
Gorilla_gorilla	Herbivore
Gracilinanus_aceramarcae	?
Gracilinanus_agilis	?
Gracilinanus_agricolai	?
Gracilinanus_dryas	?
Gracilinanus_emiliae	?
Gracilinanus_formosus	?
Gracilinanus_marica	?
Gracilinanus_microtarsus	?
Grammomys_aridulus	?
Grammomys_buntingi	?
Grammomys_caniceps	?
Grammomys_cometes	?
Grammomys_dolichurus	?
Grammomys_dryas	?
Grammomys_gigas	?
Grammomys_ibeanus	?
Grammomys_kuru	?
Grammomys_macmillani	?
Grammomys_minnae	?
Grammomys_poensis	Omnivore
Grampus_griseus	Carnivore
Graomys_centralis	?
Graomys_domorum	?
Graomys_edithae	?
Graomys_griseoflavus	?
Graphiurus_angolensis	?
Graphiurus_christyi	?
Graphiurus_crassicaudatus	?
Graphiurus_johnstoni	?
Graphiurus_kelleni	?
Graphiurus_lorraineus	?
Graphiurus_microtis	?
Graphiurus_monardi	?
Graphiurus_murinus	Herbivore
Graphiurus_nagtglasii	?
Graphiurus_ocularis	?
Graphiurus_platyops	?
Graphiurus_rupicola	?
Graphiurus_surdus	?
Gulo_gulo	Carnivore
Gymnobelideus_leadbeateri	Omnivore
Gymnuromys_roberti	?
Habromys_chinanteco	?
Habromys_ixtlani	?
Habromys_lepturus	?
Habromys_lophurus	?
Habromys_simulatus	?
Hadromys_humei	?
Hadromys_yunnanensis	?
Haeromys_margarettae	?
Haeromys_minahassae	?
Haeromys_pusillus	?
Halichoerus_grypus	?
Handleyomys_fuscatus	?
Handleyomys_intectus	?
Hapalemur_alaotrensis	?
Hapalemur_aureus	Herbivore
Hapalemur_griseus	Herbivore
Hapalemur_occidentalis	?
Hapalomys_delacouri	?
Hapalomys_longicaudatus	?
Haplonycteris_fischeri	?
Harpiocephalus_harpia	?
Harpiocephalus_mordax	?
Harpyionycteris_celebensis	?
Harpyionycteris_whiteheadi	?
Heimyscus_fumosus	Herbivore
Helarctos_malayanus	Omnivore
Heliophobius_argenteocinereus	Herbivore
Heliosciurus_gambianus	?
Heliosciurus_mutabilis	?
Heliosciurus_punctatus	?
Heliosciurus_rufobrachium	Omnivore
Heliosciurus_ruwenzorii	?
Heliosciurus_undulatus	?
Helogale_hirtula	?
Helogale_parvula	?
Hemibelideus_lemuroides	Herbivore
Hemicentetes_nigriceps	?
Hemicentetes_semispinosus	Carnivore
Hemiechinus_auritus	Omnivore
Hemiechinus_collaris	Carnivore
Hemigalus_derbyanus	?
Hemitragus_hylocrius	?
Hemitragus_jayakari	?
Hemitragus_jemlahicus	?
Herpestes_brachyurus	?
Herpestes_edwardsi	?
Herpestes_fuscus	?
Herpestes_ichneumon	?
Herpestes_javanicus	?
Herpestes_naso	Carnivore
Herpestes_semitorquatus	?
Herpestes_smithii	?
Herpestes_urva	?
Herpestes_vitticollis	?
Hesperoptenus_blanfordi	?
Hesperoptenus_doriae	?
Hesperoptenus_gaskelli	?
Hesperoptenus_tickelli	?
Hesperoptenus_tomesi	?
Heterocephalus_glaber	Herbivore
Heterohyrax_brucei	Herbivore
Heteromys_anomalus	Herbivore
Heteromys_australis	?
Heteromys_desmarestianus	Omnivore
Heteromys_gaumeri	?
Heteromys_nelsoni	?
Heteromys_oresterus	Herbivore
Hexaprotodon_liberiensis	Herbivore
Hippocamelus_antisensis	Herbivore
Hippocamelus_bisulcus	Herbivore
Hippopotamus_amphibius	Herbivore
Hipposideros_abae	?
Hipposideros_armiger	?
Hipposideros_ater	Carnivore
Hipposideros_beatus	?
Hipposideros_bicolor	?
Hipposideros_breviceps	?
Hipposideros_caffer	Carnivore
Hipposideros_calcaratus	?
Hipposideros_camerunensis	?
Hipposideros_cervinus	Carnivore
Hipposideros_cineraceus	?
Hipposideros_commersoni	?
Hipposideros_coronatus	?
Hipposideros_corynophyllus	?
Hipposideros_coxi	?
Hipposideros_crumeniferus	?
Hipposideros_curtus	?
Hipposideros_cyclops	?
Hipposideros_demissus	?
Hipposideros_diadema	Carnivore
Hipposideros_dinops	Carnivore
Hipposideros_doriae	?
Hipposideros_durgadasi	?
Hipposideros_dyacorum	?
Hipposideros_fuliginosus	?
Hipposideros_fulvus	?
Hipposideros_galeritus	?
Hipposideros_gigas	?
Hipposideros_grandis	?
Hipposideros_halophyllus	?
Hipposideros_inexpectatus	?
Hipposideros_inornatus	?
Hipposideros_jonesi	?
Hipposideros_lamottei	?
Hipposideros_lankadiva	?
Hipposideros_larvatus	?
Hipposideros_lekaguli	?
Hipposideros_lylei	?
Hipposideros_macrobullatus	?
Hipposideros_maggietaylorae	Carnivore
Hipposideros_marisae	?
Hipposideros_megalotis	?
Hipposideros_muscinus	?
Hipposideros_nequam	?
Hipposideros_obscurus	?
Hipposideros_papua	?
Hipposideros_pelingensis	?
Hipposideros_pomona	?
Hipposideros_pratti	?
Hipposideros_pygmaeus	?
Hipposideros_ridleyi	?
Hipposideros_ruber	?
Hipposideros_semoni	Carnivore
Hipposideros_speoris	Carnivore
Hipposideros_stenotis	?
Hipposideros_sumbae	?
Hipposideros_thomensis	?
Hipposideros_turpis	?
Hipposideros_vittatus	?
Hipposideros_wollastoni	?
Hippotragus_equinus	Herbivore
Hippotragus_niger	Herbivore
Histiotus_alienus	?
Histiotus_laephotis	?
Histiotus_macrotus	Carnivore
Histiotus_magellanicus	?
Histiotus_montanus	?
Histiotus_velatus	?
Histriophoca_fasciata	?
Hodomys_alleni	?
Holochilus_brasiliensis	?
Holochilus_chacarius	?
Holochilus_sciureus	Herbivore
Homo_sapiens	Omnivore
Hoplomys_gymnurus	Omnivore
Hyaena_brunnea	?
Hyaena_hyaena	Omnivore
Hybomys_badius	?
Hybomys_basilii	?
Hybomys_lunaris	?
Hybomys_planifrons	?
Hybomys_trivirgatus	?
Hybomys_univittatus	Herbivore
Hydrictis_maculicollis	Carnivore
Hydrochoerus_hydrochaeris	Herbivore
Hydrochoerus_isthmius	?
Hydromys_chrysogaster	?
Hydromys_habbema	?
Hydromys_hussoni	?
Hydromys_neobritannicus	?
Hydromys_shawmayeri	?
Hydropotes_inermis	Herbivore
Hydrurga_leptonyx	Carnivore
Hyemoschus_aquaticus	Herbivore
Hylobates_agilis	Herbivore
Hylobates_albibarbis	?
Hylobates_klossii	?
Hylobates_lar	Omnivore
Hylobates_moloch	Herbivore
Hylobates_muelleri	Herbivore
Hylobates_pileatus	?
Hylochoerus_meinertzhageni	Herbivore
Hylomys_parvus	?
Hylomys_suillus	Omnivore
Hylomyscus_aeta	Herbivore
Hylomyscus_alleni	?
Hylomyscus_baeri	?
Hylomyscus_carillus	?
Hylomyscus_denniae	?
Hylomyscus_grandis	?
Hylomyscus_parvus	?
Hylomyscus_stella	Herbivore
Hylonycteris_underwoodi	Herbivore
Hylopetes_alboniger	?
Hylopetes_bartelsi	?
Hylopetes_lepidus	?
Hylopetes_nigripes	?
Hylopetes_phayrei	?
Hylopetes_platyurus	?
Hylopetes_sipora	?
Hylopetes_spadiceus	?
Hylopetes_winstoni	?
Hyomys_dammermani	?
Hyomys_goliath	?
Hyosciurus_heinrichi	?
Hyosciurus_ileile	?
Hyperacrius_fertilis	?
Hyperacrius_wynnei	?
Hyperoodon_ampullatus	Carnivore
Hyperoodon_planifrons	Carnivore
Hypogeomys_antimena	?
Hypsignathus_monstrosus	Herbivore
Hypsiprymnodon_moschatus	Omnivore
Hypsugo_alaschanicus	?
Hypsugo_anchietae	?
Hypsugo_anthonyi	?
Hypsugo_arabicus	?
Hypsugo_ariel	?
Hypsugo_bodenheimeri	Carnivore
Hypsugo_cadornae	?
Hypsugo_crassulus	?
Hypsugo_eisentrauti	?
Hypsugo_imbricatus	?
